ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
1709,Kelly Gonzalez,15,Female,Mahoneyshire,8th,3.6,6.1,73,6,0,4,10,7,0,1,37,17,3.1,1.1,1.4,Browsing,8,5.3,8.9
1710,Helen Mcdaniel,19,Other,Phillipstown,7th,7.3,4.7,71,4,0.8,10,7,9,0,1.4,113,14,3.5,2.9,1.6,Browsing,5,4.9,10
1711,Jacob Santana,15,Female,Bennettmouth,11th,4.1,5.4,75,3,0.7,1,10,1,1,1,55,18,1.7,0.3,0.3,Gaming,7,9.5,8.1
1712,Kyle Davidson,15,Male,West Keith,11th,3.4,6.9,52,0,0.7,6,5,10,0,0.8,109,8,3.6,2,0.5,Education,6,8.1,9.3
1713,Carrie Schaefer,14,Male,South Jessica,8th,3.6,9.1,69,9,1.9,1,3,6,0,1.2,26,18,2.6,0.1,0,Other,8,5,5.9
1714,Raymond Fox,18,Other,Marytown,7th,3.9,6.1,59,10,1.2,6,5,4,1,1.2,75,7,2.4,2.2,1.5,Browsing,10,8.8,8.4
1715,Adam Chavez,19,Other,Gabrielside,7th,9,6.8,95,9,1.1,5,6,1,0,0.3,81,14,2.1,0.7,2,Gaming,2,4.2,10
1716,Erica Washington,18,Male,Migueltown,7th,4.8,6.2,98,7,1.1,1,9,1,1,0.7,79,19,3.4,0.6,1.7,Other,9,1.6,10
1717,Timothy Jones,13,Female,New Scott,12th,5.1,5.2,73,8,1.4,4,1,3,0,2.1,75,5,3.2,2.2,1.5,Other,7,7.4,10
1718,Mrs. Teresa Francis,19,Female,Ericland,12th,5.5,5.5,50,0,1.2,10,1,9,0,0.4,93,20,3.8,1.4,1.7,Education,9,7.7,10
1719,Pamela Salazar,17,Male,Vangville,10th,6.3,6.7,97,1,0.3,6,1,2,1,1,126,15,2,2.7,0.7,Gaming,9,6.6,10
1720,Linda Richardson,17,Female,Laurabury,9th,3.1,5.8,77,3,0,6,4,4,0,1,140,15,1.1,3,1.4,Other,4,7.3,10
1721,Brenda Castillo,15,Male,Port Tanner,8th,8.7,4.8,93,1,1.7,7,9,8,1,0.4,26,9,2.3,2.1,0.6,Other,5,3.6,10
1722,Judy Gutierrez,13,Other,Lake Amber,12th,6.1,5.4,82,2,2.1,10,3,9,1,1.5,98,10,1.4,2.3,0.5,Other,10,7.5,10
1723,Gary Burgess,17,Other,South Rachel,9th,1.9,5.8,77,6,1.7,5,4,6,0,0.3,133,14,2.3,2.1,2.1,Education,10,6.4,8.9
1724,Lindsey Thomas,19,Male,Cynthiashire,11th,2.7,8.1,90,7,2,5,6,7,1,1.5,34,16,3.6,1.4,1.8,Education,2,7.7,7.5
1725,Lawrence Ritter,16,Other,South Megan,12th,1.5,5.7,55,8,0.7,8,4,4,0,1.2,48,19,2,1.4,0.6,Other,3,5.5,6.8
1726,Brandon Tucker,18,Male,Lake Krista,7th,1.6,7.2,67,4,1.2,6,8,3,0,1.2,75,17,2.8,1.5,1,Social Media,1,3.8,7.2
1727,Ashley Peterson,16,Female,South Gabrielland,12th,8.1,3.8,85,3,0.9,4,4,4,1,1.1,98,18,3.3,1.9,2.5,Browsing,2,3.9,10
1728,Nicholas Perry,18,Other,West Chris,10th,4.7,5.9,80,10,0.1,2,3,6,0,0.7,141,9,2.7,2.7,1.7,Social Media,3,6.8,10
1729,Deanna Watkins MD,19,Other,Joneschester,12th,6.3,8,90,9,1.3,4,5,3,0,0.9,134,20,3.1,1.7,0,Education,1,4.5,10
1730,Morgan Wilson,16,Female,Johnland,7th,3.3,6.7,79,3,0.9,4,3,6,0,1.2,82,7,1.1,0.7,0.9,Gaming,8,7,4.8
1731,Richard Mccarthy,14,Male,Nelsonland,9th,4.4,6.3,66,6,0.5,2,3,8,0,0.6,64,8,2.2,1.5,1.2,Other,10,5.9,7.8
1732,Patrick Adams,14,Female,Walkerview,8th,10.6,5.1,94,6,0.4,7,4,9,1,0.3,77,10,1.7,0,0.4,Browsing,7,3.5,10
1733,Brett Mcfarland,18,Male,Port Michael,7th,0.1,3,76,8,2,6,9,7,0,0.6,102,10,3.1,1.4,0.8,Social Media,10,5.8,7.1
1734,Tiffany Winters,16,Female,South Lorichester,10th,6.9,4.3,70,7,1.5,9,1,10,0,1.3,40,12,2.7,1.9,1.1,Browsing,10,8.4,10
1735,Joseph Frazier,19,Other,New Kristopher,11th,5.5,6.2,58,7,1.3,2,1,3,0,0.7,76,14,1.8,1.2,0.2,Other,5,1.2,9.7
1736,Ashlee Haley,16,Other,Christinaview,12th,8,7.5,83,0,0,8,7,4,1,1.2,131,7,3.9,0.2,1.2,Education,3,9.4,10
1737,Taylor Donaldson,14,Male,Kaiserside,12th,8.9,6.8,76,8,2,7,3,8,1,2.2,118,11,0.5,3.3,0.9,Gaming,8,6.4,10
1738,Michelle Robinson,15,Other,Lake Samantha,10th,4,6.8,60,4,1.7,2,4,2,1,0.7,21,12,2.3,1.5,1.9,Gaming,3,7.1,7.2
1739,Angela Glenn,16,Female,Langfurt,7th,8.2,5.6,55,6,0,5,5,6,1,0.9,116,14,1.4,2.2,1.6,Social Media,10,8.8,10
1740,Manuel Cobb,16,Female,Powellview,12th,6.1,5.4,55,5,0,10,1,7,1,0.7,90,9,2.5,3.1,1.4,Other,10,7,10
1741,Jackie Mathews,15,Other,Youngborough,8th,4.6,5.8,73,1,1.1,3,7,4,1,0.6,127,11,2.2,2.1,1.3,Social Media,8,2.2,10
1742,Mary Johnson,14,Male,Lawrencechester,12th,3.8,6.4,70,5,1.1,7,4,5,0,0.9,74,19,2.3,0,0.4,Browsing,1,4.2,8.2
1743,Amanda Lindsey,13,Female,North Frank,11th,6,6.4,91,4,2,9,4,3,0,1.6,38,17,1,1.1,0,Browsing,10,6.2,9.1
1744,Michael Gomez,16,Male,Tristanborough,7th,7,8.1,99,8,0.9,6,5,8,1,1.1,51,5,4.4,1.7,2.9,Social Media,7,9,10
1745,Carrie Stuart,15,Other,Englishmouth,7th,3.3,6.5,79,10,0.1,5,4,6,0,1.4,31,7,2.6,2.7,0.3,Browsing,4,4.2,7.4
1746,Anita Todd,14,Female,Shawnchester,7th,4.5,6.8,67,0,1,9,3,9,1,1.8,95,16,3.8,1.9,0.2,Education,2,5.6,10
1747,Maria Rodriguez,16,Male,East Randall,12th,6.1,7.1,55,3,1,3,5,4,0,0.7,51,14,1.4,1.2,1,Browsing,7,8.3,9
1748,Jenna Johnson,14,Female,Janechester,10th,3.1,5.3,97,9,1.3,2,4,7,0,0.1,21,7,2.7,0.1,0.5,Education,8,6,5.1
1749,Patricia Marquez,19,Male,Donaldton,11th,6.4,7.6,61,9,2.1,10,7,4,1,1.5,125,5,2.2,0.3,0.3,Browsing,5,5.6,8.6
1750,Darryl White,19,Male,Phillipsshire,12th,7.1,5.9,66,3,0.9,10,10,10,1,0.8,48,6,2.9,0.8,1.6,Browsing,1,6.3,10
1751,Jessica Andrade,16,Other,Port Steventon,7th,6.8,6.8,66,8,1.4,2,9,9,0,1,77,8,3.5,0.5,0.4,Social Media,4,7.1,10
1752,Gavin Kerr,17,Other,Hopkinsmouth,12th,5.3,6.9,84,3,1.5,5,7,7,1,0.2,56,6,1,1.6,0.8,Browsing,10,2.8,6.8
1753,Gabrielle Boone,13,Male,North Alexandramouth,10th,5.7,8.2,57,1,1.5,5,8,1,1,1.3,59,13,1,1.6,0.9,Education,1,3.7,8
1754,Diane Chambers,13,Female,Jonathanmouth,9th,4.8,9.1,55,3,1.2,6,3,4,1,1.8,87,20,2.1,3.1,1.3,Gaming,10,2.1,10
1755,Johnny Spencer,16,Female,Salasside,12th,5.4,7.2,76,10,2.5,1,6,6,0,1.5,81,19,3.6,0.4,0.9,Education,1,8,10
1756,Ethan Hopkins,15,Other,North Kayla,9th,3.9,4.9,64,3,1.3,9,10,8,1,0.9,136,20,2.2,0.9,0.6,Education,2,5,10
1757,Kelly Carroll,14,Male,Elizabethton,12th,7.2,6.1,77,9,0,1,3,2,0,1.1,26,7,0.8,1.9,1.2,Social Media,1,3.7,8.8
1758,Linda Henderson,15,Other,Blankenshipchester,12th,4.9,6.3,94,0,1.4,3,1,9,1,0.5,142,13,4.8,0,1.2,Browsing,10,6.8,10
1759,Kathleen Tran,15,Female,West Johnathanborough,7th,8,4.7,71,3,0.9,6,8,4,1,0.5,84,9,4.4,1.6,0,Browsing,7,7.1,10
1760,Christine Avery,13,Male,Lake Stephenfort,10th,7.8,5.8,82,8,1.6,1,6,4,1,0.6,65,5,3.4,1.7,0.8,Other,4,5.9,10
1761,Karen Vargas,13,Female,Lake Wandaberg,11th,6,7.7,88,1,1.2,3,1,9,1,1.2,100,18,1.8,2.1,2.2,Browsing,4,5.6,10
1762,Michelle Choi,13,Male,Carpentertown,11th,6,7.7,98,9,1.7,1,5,5,0,0.4,55,10,3.9,0,0.1,Browsing,5,8.2,9.2
1763,Matthew Tucker,13,Male,Michaelland,11th,3.1,5.6,88,0,1.6,3,9,3,1,0.1,74,9,5,0.7,0.9,Education,8,5.3,9.3
1764,Michael Collins,19,Female,North Amy,7th,7.6,6.4,93,0,1.4,1,6,7,0,0.3,27,7,2.4,2.2,0.5,Social Media,5,8.5,10
1765,Kenneth Matthews,13,Male,Port Christopherfort,12th,5.5,6.3,97,5,1.1,6,2,9,0,2,126,19,2.5,1.2,1.3,Social Media,4,8.7,10
1766,Jordan Wilson DVM,17,Female,Marieland,12th,7,6.7,91,3,0.4,4,10,7,0,0,45,5,2.7,2.2,0.8,Browsing,3,6.1,10
1767,Kerri Perez,14,Female,New Ryanchester,11th,5,7,64,3,1.4,9,7,2,1,1.3,107,9,3,0.4,0.5,Education,10,8.1,8.8
1768,Taylor Pacheco,16,Male,Kimberlyfort,8th,3.6,7.2,66,8,1.4,5,8,7,1,1.2,36,9,2,1.5,1,Gaming,5,4.7,6
1769,Robert Ward,13,Male,South Ryan,10th,4.8,6.2,76,4,1.3,6,4,3,1,0.8,43,8,3,0,0,Other,5,5.1,7.2
1770,Cheryl Powell,15,Male,West Brittanyberg,10th,5.1,8.2,54,5,2.1,5,2,5,1,1.5,97,17,2.3,1.9,1.2,Gaming,8,4,10
1771,Lisa Guerra,16,Male,South Kellystad,7th,4.1,5.4,62,6,1,8,9,6,0,2.1,62,9,2.3,0,1.6,Other,9,7.1,6.7
1772,Tina Dominguez,18,Other,South Vincent,7th,8.2,5.3,52,8,0.9,9,10,3,1,1.4,53,8,2.7,1.6,0.6,Browsing,8,8.4,10
1773,Sherry Lawrence,17,Female,North Kristinamouth,9th,3.8,8.2,62,4,0,8,9,2,0,0.4,133,18,4.6,1.5,1.2,Education,4,3.9,10
1774,John Dawson,19,Female,South David,10th,2.2,7.6,86,5,1.4,1,3,8,1,1,64,5,1.5,2.3,0.7,Education,7,8.9,4.5
1775,Mark Hartman,13,Other,Tracyborough,7th,6.6,7.3,50,6,1.4,6,9,1,0,0.6,57,8,1.4,0.2,1.2,Social Media,8,7.4,7.3
1776,Katherine Williams,18,Male,New Joseph,7th,4.9,7.7,85,8,0.6,4,6,5,1,2.5,55,10,2.9,0.9,1.8,Browsing,1,6.1,8
1777,James Wilson,19,Female,South Jasonborough,10th,7.6,3.8,52,9,0.1,1,10,10,1,0.8,25,20,2,1.4,1.7,Education,4,2.7,10
1778,Holly Arellano,15,Male,Port Dawnton,12th,5.7,6.8,55,2,0,5,1,10,0,1.4,35,18,5,0.5,0,Browsing,9,4.9,10
1779,Jeremy Evans,19,Other,Pageview,12th,1.9,5.8,69,5,0.6,2,3,2,1,0.8,51,13,3.7,2.4,1.6,Browsing,2,5.4,8.7
1780,Elizabeth Moon,16,Male,North Susan,12th,6.1,7.9,51,10,0.3,10,5,10,0,1.2,127,5,0.9,2.7,1.6,Education,3,3.9,9.3
1781,James Mcclure,18,Female,West Gregory,8th,2.5,7.9,88,9,0.2,10,1,5,1,0,90,9,3.5,1.7,1.4,Social Media,9,4.3,7.3
1782,Michele Johnson,17,Male,Zavalaton,10th,6.4,6.2,88,0,0.5,9,4,8,1,0.9,109,17,2.5,3.1,1,Education,8,4.3,10
1783,Maria Simon,17,Female,Timothyfurt,12th,6.4,7.2,89,7,0.3,8,8,1,0,1,86,8,2.8,0,1.3,Social Media,9,9.6,8.9
1784,Sarah Meadows,15,Male,Lake Jill,7th,4.7,4.6,77,2,1,5,9,3,0,1.4,77,5,3.3,1.3,1.2,Education,4,7.7,9.5
1785,Stephanie Campbell,13,Other,Phillipsport,7th,4.5,9.8,59,10,0.9,6,8,7,0,0.9,39,18,2.2,1.6,1.6,Education,2,5.7,7.8
1786,Teresa Alvarez,16,Male,Deniseburgh,12th,5.4,3.9,85,8,0.1,4,3,7,1,0.3,148,20,3,1.7,1,Gaming,5,8,10
1787,Russell Reynolds,17,Female,Fernandomouth,8th,5.3,7.3,96,10,0.8,3,2,1,1,1.2,103,7,1.6,1.4,0,Education,4,7.9,8.1
1788,Christopher Grimes,16,Female,Port Johnstad,11th,2.2,6.3,67,6,0.5,9,8,5,0,1.9,48,19,2.8,4,1.7,Social Media,2,2.8,10
1789,Devon Lawrence,13,Female,Rachelborough,10th,5.6,5.4,95,6,0.1,2,10,3,1,1.8,38,13,2.1,1.2,0.5,Social Media,5,6.4,9.6
1790,Anne Powers,18,Female,Vargasfort,9th,8.8,7.5,85,5,1.4,10,8,1,1,0.6,134,19,1.9,1,0.8,Education,8,3.7,10
1791,Tiffany Garcia,14,Other,East Josephfurt,11th,2.9,4.8,51,7,1.8,3,7,3,0,1,123,13,3.1,2.5,0.7,Social Media,2,5.3,10
1792,Sharon Wright,16,Female,Kellimouth,9th,3.4,9.5,60,0,0,3,3,6,0,0.5,76,5,2.3,2.7,1,Other,1,7.1,6.2
1793,Brittney Watts,15,Female,East Rebecca,7th,4.9,6.7,95,0,1.3,6,1,4,0,1.1,59,18,2.4,1.2,0.1,Gaming,6,4.4,9.9
1794,Tracy Hoover,19,Other,Warrenmouth,7th,5.8,5.9,63,4,0.2,3,2,7,0,1.2,115,18,1.8,2.3,0.4,Other,5,8.6,10
1795,Kendra Fields,15,Female,North Alejandrastad,9th,3.8,6.1,80,1,0.1,4,10,10,0,1.5,67,6,2.6,2.2,1.5,Education,9,8.8,8.1
1796,Beverly Castaneda,18,Male,Ortizport,10th,5.6,6.1,73,4,2.2,10,6,1,0,0.7,34,16,3.1,0.5,1.6,Other,9,5.9,10
1797,Laurie Valdez,16,Female,East William,8th,6.5,7.1,60,6,1,1,6,7,1,0.6,49,19,2.2,1.5,0.4,Other,2,5.3,10
1798,Matthew Glass,13,Other,Wrightfurt,11th,5.2,7,65,1,2.7,5,7,3,1,0.8,22,7,1.8,3.2,0,Browsing,4,6.4,8.5
1799,Kayla Murillo,19,Female,Davilaborough,8th,4.4,6.4,76,6,1.2,6,1,8,0,1.6,33,7,3.1,2.6,1.5,Other,5,7.2,9
1800,Sheila Sharp,19,Female,West Kristin,9th,3.8,5.2,80,1,0.4,2,4,3,1,0.9,71,6,1.7,2.5,0.3,Social Media,2,7.6,8
1801,David Cooper,17,Female,New Robertstad,11th,5.7,7.4,72,2,0.8,1,6,3,0,1.8,110,16,3,1.3,0.7,Other,8,4.4,10
1802,Garrett Gallagher,13,Male,West Shawnfort,12th,5.6,6.6,51,4,1.1,3,1,2,1,1.6,122,11,2.1,1.7,1.3,Education,1,6.9,10
1803,Kelsey Johnson,14,Other,Port Lisa,9th,5.8,3.6,95,4,2.5,3,7,2,1,0.9,61,15,3.9,0.3,0,Social Media,3,7.9,10
1804,Michele Hoffman,14,Other,New Leslie,7th,4.9,9.6,98,8,1.5,6,6,9,1,0.5,57,16,2.1,0.8,1.6,Social Media,7,9.6,7.3
1805,Kevin Russell,18,Other,South Rachel,9th,5.8,5.5,88,7,0.9,9,10,6,0,0.6,85,18,1.7,0.1,1.7,Education,4,5.7,10
1806,Jonathan Brown,16,Female,East Austin,7th,5.3,5.8,73,6,1.3,7,5,6,0,1.5,138,13,1.4,2.7,1.1,Education,4,4,10
1807,Scott Martinez,13,Male,Lake Joseph,12th,8.7,7.7,79,4,1,5,6,7,0,1.5,48,18,2.8,0.9,1.8,Other,2,5,10
1808,Charles Solomon,13,Male,South Russellville,7th,2.2,4.1,68,9,0,3,9,3,0,0.9,137,7,1.7,1,0,Social Media,10,4.1,7
1809,Gary Jordan,17,Female,Amystad,10th,6,4.2,56,8,1.1,2,7,1,0,1,46,9,1.4,1.7,0.4,Social Media,10,5.6,9.7
1810,Matthew Cortez,13,Other,New Deanna,10th,3.9,3,67,4,0.4,7,2,4,0,1.7,91,20,2,1.4,0.8,Browsing,7,7.8,10
1811,Denise Scott,15,Female,North Janet,8th,7.2,7.8,95,2,1.2,5,6,8,1,1.2,134,16,2.3,1.4,1.4,Other,7,7.3,10
1812,Sarah Ramos,15,Other,Lake Rodney,11th,4.5,6.4,51,9,1.7,1,8,5,1,0.8,46,11,0.9,0.8,0.5,Gaming,10,10.7,6.1
1813,Ethan Ortega,19,Male,South Michelle,12th,3.7,7,52,0,2.1,8,2,8,0,1.6,119,14,3.2,3.4,0.8,Other,5,4.5,10
1814,Michele Guzman,14,Female,Evansshire,8th,2.4,7.2,91,8,0,6,10,9,1,0.7,136,12,2.5,2.6,0.5,Browsing,8,6.7,9
1815,Ricky Fowler,15,Male,South Territon,11th,6.7,5.6,78,7,0.9,10,8,2,0,1.9,47,9,1.7,2.6,2.2,Other,1,9.8,10
1816,Karl Doyle,13,Female,Robinsonhaven,11th,4.9,9.3,63,9,1.6,9,7,9,0,1.1,90,8,3.2,2.6,1,Browsing,1,5.9,9.4
1817,Richard Jackson,16,Female,Kingville,10th,5.1,8.9,62,7,3.5,2,4,7,0,1.5,80,7,1.7,1.2,1.6,Browsing,8,10.4,6.5
1818,Douglas Lucas,18,Female,Stewartbury,10th,8,6.1,76,5,1.4,7,10,7,1,0.8,50,15,4,1.6,0,Social Media,8,11.3,10
1819,Michael Garcia,14,Female,Mistybury,7th,4.6,6.2,56,4,1.1,5,9,5,1,0.7,120,6,2.4,0.7,1.2,Social Media,8,4.4,8.2
1820,Sabrina Kim,14,Other,Jessicaside,9th,5,7.1,55,9,2.2,10,4,7,0,0.9,86,16,2.1,2.1,1,Gaming,5,7,10
1821,Blake Orr,14,Other,New Manuelstad,12th,4.2,7.7,52,10,0.8,10,9,7,0,1.6,73,20,2.5,0.9,0,Social Media,2,7.6,9.2
1822,Terry Garrison,17,Female,South Danielchester,11th,5.6,4.5,84,5,0.9,1,2,5,0,0.8,89,20,2.4,2.1,1.2,Gaming,10,5,10
1823,Karen Ramsey,14,Other,East Katherinehaven,11th,5.8,9.3,86,4,0.7,2,9,6,0,0.6,44,12,0.2,2.3,1.1,Gaming,8,8,6.9
1824,Shelia Perkins,15,Other,Webbbury,9th,4.4,3.2,57,0,1,4,10,1,0,0.5,27,5,2.7,1,0.8,Education,3,1.1,8
1825,Angelica Moon,16,Female,North Laurenshire,11th,6.7,7.9,87,8,1.6,9,7,2,0,0.6,135,14,2.8,1.4,0.6,Other,5,6.5,10
1826,Martin Hammond,16,Female,East Robertville,8th,5.8,7.6,87,9,1.1,10,1,1,1,1.5,71,8,2.3,0.6,2.7,Other,4,6.2,7.9
1827,Ashley Lin,18,Other,Kennethfurt,8th,6.6,3.6,71,3,2.2,2,9,1,1,1.2,145,13,3.1,1.4,1.7,Other,5,5.6,10
1828,Emily Wells,17,Female,Lake Ericland,10th,7.6,3.9,81,7,0.7,8,6,7,1,2.1,50,6,1.6,0,1.3,Education,7,10.1,9.4
1829,Alyssa Soto,14,Male,Christensenhaven,7th,6.4,5.5,82,7,0.5,1,9,9,1,0.3,64,12,5,0.3,0,Gaming,2,8.7,10
1830,Alexandria Carr,16,Female,Ashleymouth,10th,1.7,5.2,68,9,2.7,5,3,6,0,1.6,124,8,2.4,1,1.1,Social Media,10,6.7,6.6
1831,Amanda Webster,16,Other,Shawnmouth,9th,5.6,7,85,10,0.9,8,10,5,0,0.7,141,14,2.5,0,1.5,Social Media,2,8.3,10
1832,Jared Brown,13,Female,Larsonmouth,7th,2.9,8.3,50,1,0,6,4,2,1,0.7,53,18,2.7,2.9,1,Other,1,3.7,9
1833,William Saunders,17,Male,South Kellyberg,11th,4.2,6.9,87,9,0.2,9,6,6,1,1,117,13,1.3,2.3,1.1,Browsing,10,2.3,9.3
1834,Traci Nielsen,14,Other,Smithhaven,10th,4.9,6.8,91,3,2.3,7,5,7,0,1.5,77,16,3,1.9,0.6,Browsing,7,2.1,10
1835,Sarah Lam,17,Female,Dayside,12th,3.8,9.7,75,8,0.8,6,10,4,1,1.4,115,10,1,2.6,2.2,Browsing,5,6.3,6.8
1836,Connor Burke,14,Other,East Taylorfort,9th,7.1,5,82,0,0.8,10,9,10,1,1.3,28,15,2.2,0.7,0.6,Other,3,3.2,10
1837,Angel Hopkins,18,Other,North Charles,9th,5.5,5.3,100,8,1.8,7,3,3,1,1.5,148,20,2.7,0.7,1.5,Education,5,6.1,10
1838,Jessica Walker,15,Male,Claymouth,8th,4.3,6.1,59,10,0.6,4,3,6,0,0.6,88,15,2,0.3,0.2,Other,8,2.6,8.3
1839,Ms. Megan Doyle MD,15,Female,East Peter,11th,2.6,7.1,78,7,1.4,7,10,8,0,1.5,129,20,3.3,3.2,0.2,Other,3,8.1,10
1840,Lori Leonard,18,Male,Cunninghamshire,7th,3.4,8,51,9,0.3,10,10,2,0,0.6,98,6,2.6,2.3,1.7,Other,4,2.7,7.5
1841,Jorge Cox,17,Other,East Nathanmouth,12th,3.5,7.2,65,4,1.2,2,8,8,1,0.1,113,12,0.8,0.6,1.2,Social Media,2,6,6
1842,Andrew Porter,15,Female,Shaffermouth,10th,7,7.6,87,5,0,7,6,10,0,0.9,32,18,2,0,0.6,Education,2,4.7,9.4
1843,Isabel Hicks,17,Male,Vickieside,9th,4.3,3.9,56,8,1,2,6,3,1,1.1,22,11,1.6,1.6,0.4,Browsing,7,3.1,8.2
1844,Jay Higgins,18,Other,Port Zachary,9th,7.5,5,54,2,0.6,5,2,1,1,1.8,106,18,1.8,1.2,2.8,Gaming,9,6.6,10
1845,Kelsey Kemp,14,Female,Ashleyborough,11th,4.6,7.1,58,7,0.8,9,5,2,0,0.8,55,14,2.1,1.4,2.5,Social Media,10,4.7,8.4
1846,Matthew Miller,15,Other,Amandatown,11th,4.7,8.9,87,7,1.1,10,4,8,1,1.3,87,12,3.1,1.4,1,Other,10,3.2,8.9
1847,Donna Jones DDS,19,Male,Port Jerry,9th,5.3,4.4,85,7,2,9,3,3,0,1.6,49,14,2.4,1.4,1,Social Media,10,5.3,10
1848,Devin Smith,16,Female,Port Cynthia,12th,6.6,7,99,10,3.4,8,6,1,0,1.2,127,12,3.4,2.9,1.6,Other,5,8.1,10
1849,Kimberly Hamilton,13,Female,South Ashley,7th,4.2,6.5,70,5,1,8,9,1,1,1.8,71,5,1.7,2.4,1.1,Social Media,7,5,7.5
1850,Richard Nichols,15,Other,New Dustin,7th,5.4,8.7,61,4,0.2,9,9,5,1,1.6,95,18,3.4,3.1,1.2,Browsing,4,4,10
1851,Nina Kent,15,Female,Thompsonton,8th,1.2,8.2,77,2,1.3,1,2,4,0,0.8,150,17,2.9,2.3,0.9,Other,9,6.9,8.7
1852,Donna Gregory,13,Female,Hoffmanfurt,7th,3.6,7.7,51,3,0.3,3,1,10,0,0.9,81,12,2.9,1.5,1.4,Browsing,7,7.5,8.2
1853,Joshua Cox,16,Female,Freyhaven,8th,4.1,6,80,6,1.3,9,2,9,1,1,149,14,1.8,1.9,1.2,Browsing,1,5.8,10
1854,James Williams,16,Female,Mariaport,9th,6.1,7.3,70,7,0.7,7,4,6,1,1,123,9,2.9,1,1,Other,4,5.1,10
1855,David Dixon,19,Male,Cynthiabury,8th,3.5,4.5,73,0,2,7,3,5,0,0.2,60,9,1.7,1.9,0.5,Education,9,6.1,7.8
1856,Jessica Schroeder,19,Other,Port Richardtown,7th,2.3,4.5,61,2,0.3,2,9,3,0,0.2,78,9,1.9,3.1,0.5,Education,9,6.2,8.4
1857,Kimberly Odom,13,Female,Lake Sarah,7th,5.3,5.9,83,5,1.4,2,2,8,0,0.4,97,5,2.7,0.9,2.3,Browsing,5,4.7,8.9
1858,Katherine Mcgee,17,Female,Lake Lindaview,10th,4.5,6.3,72,9,2,6,9,10,1,1.1,93,14,3.1,0.8,0.7,Browsing,9,4.1,9.9
1859,Erica Delgado MD,15,Female,South David,11th,6.6,4.2,61,3,1,6,3,6,1,1.3,86,13,2.2,3.2,0.7,Gaming,5,5.4,10
1860,Heather Owens,14,Other,Diazside,8th,2.5,9.8,59,4,1.7,3,6,6,0,0.9,46,9,1.6,0.9,0.8,Education,6,3.3,2.8
1861,Anna Collins,16,Other,East Matthewfort,7th,4.1,6.9,99,8,0,10,2,6,0,2.2,31,13,1.8,2.2,1.7,Other,10,6.3,7.9
1862,Joshua Charles,16,Male,East Hannah,9th,1.7,7.3,92,7,1.9,6,8,5,1,1.7,39,12,3.8,1.1,1.3,Education,8,6.6,6.1
1863,Julie Hogan,15,Other,East Staceyton,11th,7.6,5.7,56,1,0,7,1,7,0,1,75,14,1.6,1.1,1.4,Browsing,6,4.1,10
1864,Juan Johnson,18,Female,Mikaylaton,9th,3.9,7.2,80,3,2.7,10,4,4,1,0.7,92,16,1.1,2.5,0.3,Gaming,3,6.3,8.9
1865,Tiffany Brown,18,Other,West James,9th,6.2,7.2,58,10,0.7,3,6,4,1,1,31,12,2.3,0.5,2.4,Social Media,7,7.5,8.4
1866,Kenneth Meadows,14,Male,Lake Kayla,11th,7.3,6.6,99,2,1.8,1,2,9,0,0.7,30,9,3.8,1.1,0.6,Browsing,7,6.4,10
1867,Bradley Gomez,18,Other,Cookbury,9th,8.4,6.9,75,0,1.8,1,6,4,1,1.3,48,10,1.3,1.7,0.3,Browsing,5,3.8,10
1868,Melanie Singh,15,Male,Lake Ambershire,9th,0.6,7.9,100,5,1.3,6,8,2,0,1,65,13,2.9,2.1,1.4,Other,3,4.6,5.6
1869,Cynthia Bullock,15,Other,Beckborough,8th,7.1,4.9,66,3,0.6,10,7,1,0,0.4,121,14,3.2,1.4,0.8,Education,3,5.5,10
1870,Jeffrey Banks,15,Other,West Barbara,9th,3.3,5.3,51,2,1.6,5,2,3,0,0.8,102,15,0.6,1.8,0.8,Gaming,1,3.5,8.1
1871,John Ramos,14,Male,Gomezport,9th,1.3,7.6,66,5,1.7,1,3,1,1,1.7,69,16,2.8,2.1,0.6,Gaming,10,3.3,7
1872,Jonathan Martinez,18,Female,Oliverview,9th,5.6,6.5,87,3,1,7,5,3,0,0.6,118,13,2.4,0.6,1.1,Education,7,2.9,10
1873,Kelly Jones,15,Male,Lake Daltonhaven,12th,3.4,6.1,99,8,0.2,10,5,10,0,1.3,85,19,2,1.6,0.3,Other,4,4.2,9.4
1874,Cindy Mason,17,Female,Lake Benjamin,7th,3.5,7.6,55,5,0,10,9,3,1,1.4,133,7,1.8,3,2.1,Other,4,4,8.6
1875,Melanie Walsh,15,Male,Aprilmouth,8th,4.3,4,57,5,1.9,8,9,5,0,0.5,116,14,3.2,1.2,0,Browsing,4,5.4,10
1876,Jay Davis,14,Male,Michaelfort,10th,5.1,7.6,88,4,2.2,5,5,5,1,0.6,105,11,2.9,1.9,1.4,Education,6,8.2,10
1877,Elizabeth Ayala,15,Male,Edwardton,11th,2.5,6.2,75,7,0,10,5,7,0,0.9,112,12,3.5,2.6,1.5,Other,9,5.6,10
